,abbreviation,alt_color,alt_name1,alt_name2,alt_name3,color,conference,division,id,logos,mascot,school
125,CLA,,,CLA,Clarion,#000000,,,2134,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2134.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2134.png']",Golden Eagles,Clarion
126,CLK,,,CLK,Clark Atlanta,#000000,,,2805,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2805.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2805.png']",Panthers,Clark Atlanta
127,CLEM,#522d80,,CLEM,Clemson,#F66733,ACC,Atlantic,228,"['http://a.espncdn.com/i/teamlogos/ncaa/500/228.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/228.png']",Tigers,Clemson
128,CCU,#876447,,CCU,C. Carolina,#007073,Sun Belt,,324,"['http://a.espncdn.com/i/teamlogos/ncaa/500/324.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/324.png']",Chanticleers,Coastal Carolina
129,COA,,,COA,Coast Guard,#000000,,,2557,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2557.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2557.png']",Bears,Coast Guard
130,COE,,,COE,Coe College,#000000,,,2141,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2141.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2141.png']",Kohawks,Coe
131,COL,,,COL,Colby,#000000,,,33,"['http://a.espncdn.com/i/teamlogos/ncaa/500/33.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/33.png']",White Mules,Colby
132,COLG,#231f20,,COLG,Colgate,#8B011D,,,2142,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2142.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2142.png']",Raiders,Colgate
133,FAI,,,FAI,Faith-Arkansas,,,,3211,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3211.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3211.png']",Warriors,College of Faith
134,COFC,,,COFC,Faith-Charlotte,,,,3253,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3253.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3253.png']",Saints,College of Faith - Charlotte
135,COI,,,COI,College of Idaho,,,,108382,,Yotes,College of Idaho
136,CNJ,,,CNJ,College of NJ,#000000,,,2442,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2442.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2442.png']",Lions,College of New Jersey
137,COLO,#ffd200,,COLO,Colorado,#d1c57e,Pac-12,South,38,"['http://a.espncdn.com/i/teamlogos/ncaa/500/38.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/38.png']",Buffaloes,Colorado
138,COL,,,COL,Colorado College,#000000,,,2144,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2144.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2144.png']",Tigers,Colorado College
139,MESA,,,MESA,Colorado Mesa,#000000,,,11,"['http://a.espncdn.com/i/teamlogos/ncaa/500/11.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/11.png']",Mavericks,Colorado Mesa
140,COL,,,COL,Colorado Mines,#000000,,,2146,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2146.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2146.png']",Orediggers,Colorado Mines
141,CSU,#ffc425,,CSU,Colorado State,#004537,Mountain West,Mountain,36,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",Rams,Colorado State
142,CSUP,,,CSUP,Colorado St-Pueblo,#000000,,,2570,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2570.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2570.png']",Thunderwolves,Colorado State-Pueblo
143,CLMB,#004b85,,CLMB,Columbia,#174785,,,171,"['http://a.espncdn.com/i/teamlogos/ncaa/500/171.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/171.png']",Lions,Columbia
144,CON,,,CON,Concord,#000000,,,2148,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2148.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2148.png']",Mountain Lions,Concord
145,CON,,,CON,Concordia Col.,,,,3099,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3099.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3099.png']",Hornets,Concordia (AL)
146,CMI,,,CMI,Concordia  (MI),#000000,,,2985,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2985.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2985.png']",Cardinals,Concordia College (MI)
147,CON,,,CON,Concordia (IL),#000000,,,2151,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2151.png']",Cougars,Concordia (IL)
148,CON,,,CON,Concordia (MN),#000000,,,2152,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2152.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2152.png']",Cobbers,Concordia (MN)
149,CON,,,CON,Concordia-St. Paul,#000000,,,3066,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3066.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3066.png']",Golden Bears,Concordia-St. Paul
150,CON,,,CON,Concordia (WI),#000000,,,409,"['http://a.espncdn.com/i/teamlogos/ncaa/500/409.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/409.png']",Falcons,Concordia (WI)
151,CONN,#f1f2f3,,CONN,UConn,#001d40,American Athletic,East,41,"['http://a.espncdn.com/i/teamlogos/ncaa/500/41.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/41.png']",Huskies,Connecticut
152,COR,#101010,,COR,Cornell,#d60027,,,172,"['http://a.espncdn.com/i/teamlogos/ncaa/500/172.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/172.png']",Big Red,Cornell
153,COR,,Cornell College,COR,Cornell  (IA),#000000,,,2155,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2155.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2155.png']",Rams,Cornell College (IA)
154,CRO,,,CRO,Crown College,#000000,,,509,"['http://a.espncdn.com/i/teamlogos/ncaa/500/509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/509.png']",Storm,Crown College
155,CUL,,,CUL,Culver-Stockton Coll,,,,510,"['http://a.espncdn.com/i/teamlogos/ncaa/500/510.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/510.png']",Wildcats,Culver-Stockton
156,CUM,,,CUM,Cumb (TN),,,,2161,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2161.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2161.png']",Bulldogs,Cumberland
157,CUM,,,CUM,Cumberland ,#000000,,,511,"['http://a.espncdn.com/i/teamlogos/ncaa/500/511.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/511.png']",Indians,Cumberland College
158,CUR,,,CUR,Curry,#000000,,,40,"['http://a.espncdn.com/i/teamlogos/ncaa/500/40.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/40.png']",Colonels,Curry
159,DSU,,,DSU,Dakota St,#000000,,,512,"['http://a.espncdn.com/i/teamlogos/ncaa/500/512.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/512.png']",Trojans,Dakota State
160,DWU,,,DWU,Dakota Wesleyan,,,,513,"['http://a.espncdn.com/i/teamlogos/ncaa/500/513.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/513.png']",Tigers,Dakota Wesleyan
161,DART,#000000,,DART,Dartmouth,#005730,,,159,"['http://a.espncdn.com/i/teamlogos/ncaa/500/159.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/159.png']",Big Green,Dartmouth
162,DAV,#e51837,,DAV,Davidson,#000000,,,2166,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2166.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2166.png']",Wildcats,Davidson
163,DAY,#ffffff,,DAY,Dayton,#004B8D,,,2168,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2168.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2168.png']",Flyers,Dayton
164,DEF,,,DEF,Defiance,#000000,,,190,"['http://a.espncdn.com/i/teamlogos/ncaa/500/190.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/190.png']",Yellow Jackets,Defiance
165,DEL,#e8ce31,,DEL,Delaware,#033594,,,48,"['http://a.espncdn.com/i/teamlogos/ncaa/500/48.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/48.png']",Blue Hens,Delaware
166,DSU,#009cdd,,DSU,Delaware State,#FF3630,,,2169,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2169.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2169.png']",Hornets,Delaware State
167,DV,,,DV,Delaware Valley,#000000,,,2808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2808.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2808.png']",Aggies,Delaware Valley
168,DEL,,,DEL,Delta St,#000000,,,2170,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2170.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2170.png']",Statesmen,Delta State
169,DEN,,,DEN,Denison,#000000,,,2171,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2171.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2171.png']",Big Red,Denison
170,DEP,,,DEP,DePauw,#000000,,,83,"['http://a.espncdn.com/i/teamlogos/ncaa/500/83.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/83.png']",Tigers,DePauw
171,DIC,,,DIC,Dickinson,#000000,,,2175,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2175.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2175.png']",Red Devils,Dickinson
172,DIC,,,DIC,Dickinson St,#000000,,,316,"['http://a.espncdn.com/i/teamlogos/ncaa/500/316.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/316.png']",Blue Hawks,Dickinson State
173,DRKE,#c0c0c0,,DRKE,Drake,#004477,,,2181,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2181.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2181.png']",Bulldogs,Drake
174,DUB,,,DUB,Dubuque,#000000,,,49,"['http://a.espncdn.com/i/teamlogos/ncaa/500/49.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/49.png']",Spartans,Dubuque
175,DUKE,#f1f2f3,,DUKE,Duke,#001A57,ACC,Coastal,150,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Blue Devils,Duke
176,DUQ,#b90b2e,,DUQ,Duquesne,#002D62,,,2184,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2184.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2184.png']",Dukes,Duquesne
177,EAR,,,EAR,Earlham,#000000,,,2189,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2189.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2189.png']",Quakers,Earlham
178,ECU,#f0907b,,ECU,ECU,#4b1869,American Athletic,East,151,"['http://a.espncdn.com/i/teamlogos/ncaa/500/151.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/151.png']",Pirates,East Carolina
179,EAS,,,EAS,East Central,#000000,,,2191,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2191.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2191.png']",Tigers,East Central
180,EIU,#bebab9,,EIU,E Illinois,#000000,,,2197,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2197.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2197.png']",Panthers,Eastern Illinois
181,EKY,#f0f0f0,,EKY,E Kentucky,#660819,,,2198,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2198.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2198.png']",Colonels,Eastern Kentucky
182,EMU,#f0f0f0,,EMU,E Michigan,#00331b,Mid-American,West,2199,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']",Eagles,Eastern Michigan
183,EAS,,,EAS,E New Mexico,#000000,,,2201,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2201.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2201.png']",Greyhounds,Eastern New Mexico
184,EAS,,,EAS,E Oregon,,,,2202,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2202.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2202.png']",Mountaineers,Eastern Oregon
185,EWU,#abb4bc,,EWU,E Washington,#a10022,,,331,"['http://a.espncdn.com/i/teamlogos/ncaa/500/331.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/331.png']",Eagles,Eastern Washington
186,EAS,,,EAS,E Stroudsburg,#000000,,,2188,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2188.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2188.png']",Warriors,East Stroudsburg
187,ETSU,#ffc423,,ETSU,ETSU,#002d61,,,2193,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2193.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2193.png']",Buccaneers,East Tennessee State
188,EAS,,,EAS,E Texas Baptist,#000000,,,2194,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2194.png']",Tigers,East Texas Baptist
189,EDI,,,EDI,Edinboro,#000000,,,2205,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2205.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2205.png']",Fighting Scots,Edinboro
190,ELI,,,ELI,Elizabeth City St,#000000,,,2207,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2207.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2207.png']",Vikings,Elizabeth City State
191,ELM,,,ELM,Elmhurst,#000000,,,72,"['http://a.espncdn.com/i/teamlogos/ncaa/500/72.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/72.png']",Blue Jays,Elmhurst
192,ELON,#b59a57,,ELON,Elon,#020303,,,2210,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2210.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2210.png']",Phoenix,Elon
193,EMO,,,EMO,Emory & Henry,#000000,,,2213,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2213.png']",Wasps,Emory & Henry
194,EMP,,,EMP,Emporia St,#000000,,,2214,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2214.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2214.png']",Hornets,Emporia State
195,END,,,END,Endicott ,#000000,,,452,"['http://a.espncdn.com/i/teamlogos/ncaa/500/452.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/452.png']",Gulls,Endicott College
196,ECC,,,ECC,Erie Community,,,,3236,"['http://a.espncdn.com/i/teamlogos/ncaa/500/3236.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/3236.png']",Kats,Erie Community College
197,EUR,,,EUR,Eureka College,#000000,,,101,"['http://a.espncdn.com/i/teamlogos/ncaa/500/101.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/101.png']",Red Devils,Eureka College
198,EVA,,,EVA,Evangel,,,,2865,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2865.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2865.png']",Crusaders,Evangel
199,FAI,,,FAI,Fairmont St,#000000,,,2986,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2986.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2986.png']",Falcons,Fairmont State
200,FAU,,,FAU,Faulkner,#000000,,,2219,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2219.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2219.png']",Eagles,Faulkner
201,FAY,,,FAY,Fayetteville St,#000000,,,2220,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2220.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2220.png']",Broncos,Fayetteville State
202,FDU,,,FDU,FDU-Florham,#000000,,,2221,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2221.png']",Devils,FDU-Florham
203,FER,,,FER,Ferris St,#000000,,,2222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2222.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2222.png']",Bulldogs,Ferris State
204,FER,,,FER,Ferrum,#000000,,,366,"['http://a.espncdn.com/i/teamlogos/ncaa/500/366.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/366.png']",Panthers,Ferrum
205,FIN,,,FIN,Findlay,#000000,,,2224,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2224.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2224.png']",Oilers,Findlay
206,FIT,,,FIT,Fitchburg St,#000000,,,114,"['http://a.espncdn.com/i/teamlogos/ncaa/500/114.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/114.png']",Falcons,Fitchburg State
207,FLA,#0021a5,,FLA,Florida,#0021A5,SEC,East,57,"['http://a.espncdn.com/i/teamlogos/ncaa/500/57.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/57.png']",Gators,Florida
208,FAMU,#00843d,,FAMU,Florida A&M,#F89728,,,50,"['http://a.espncdn.com/i/teamlogos/ncaa/500/50.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/50.png']",Rattlers,Florida A&M
209,FAU,#bb2f4c,,FAU,FAU,#004B85,Conference USA,East,2226,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2226.png']",Owls,Florida Atlantic
210,FIU,#c5960c,,FIU,FIU,#001538,Conference USA,East,2229,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",Golden Panthers,Florida International
211,FSU,#ceb888,,FSU,FSU,#782F40,ACC,Atlantic,52,"['http://a.espncdn.com/i/teamlogos/ncaa/500/52.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/52.png']",Seminoles,Florida State
212,FLTH,,,FLTH,Florida Tech,#000000,,,53,"['http://a.espncdn.com/i/teamlogos/ncaa/500/53.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/53.png']",Panthers,Florida Tech
213,FOR,#909090,,FOR,Fordham,#830032,,,2230,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2230.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2230.png']",Rams,Fordham
214,FHSU,,,FHSU,Fort Hays St,#000000,,,2231,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2231.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2231.png']",Tigers,Fort Hays State
215,FOR,,,FOR,Fort Lewis,#000000,,,2237,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2237.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2237.png']",Skyhawks,Fort Lewis
216,FOR,,,FOR,Fort Valley St,#000000,,,2232,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2232.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2232.png']",Wildcats,Fort Valley State
217,FRA,,,FRA,Framingham St,#000000,,,2967,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2967.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2967.png']",Rams,Framingham State
218,FRA,,,FRA,Franklin,#000000,,,2233,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2233.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2233.png']",Grizzlies,Franklin
219,F&M,,,F&M,Franklin & Marshall,#000000,,,2234,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2234.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2234.png']",Diplomats,Franklin & Marshall
220,FRES,#231f20,,FRES,Fresno State,#c41230,Mountain West,West,278,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",Bulldogs,Fresno State
221,FRO,,,FRO,Frostburg St,#000000,,,341,"['http://a.espncdn.com/i/teamlogos/ncaa/500/341.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/341.png']",Bobcats,Frostburg State
222,FUR,#909090,,FUR,Furman,#4A2184,,,231,"['http://a.espncdn.com/i/teamlogos/ncaa/500/231.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/231.png']",Paladins,Furman
223,GAL,,,GAL,Gallaudet,#000000,,,417,"['http://a.espncdn.com/i/teamlogos/ncaa/500/417.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/417.png']",Bison,Gallaudet
224,GAN,,,GAN,Gannon,#000000,,,367,"['http://a.espncdn.com/i/teamlogos/ncaa/500/367.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/367.png']",Golden Knights,Gannon
225,WEBB,#909090,,WEBB,Gardner-Webb,#c12535,,,2241,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2241.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2241.png']",Bulldogs,Gardner-Webb
226,GEN,,,GEN,Geneva College,#000000,,,2242,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2242.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2242.png']",Golden Tornadoes,Geneva College
227,GFU,,,GFU,George Fox,,,,415,"['http://a.espncdn.com/i/teamlogos/ncaa/500/415.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/415.png']",Bruins,George Fox University
228,GMU,#ecb010,,GMU,George Mason,#016600,,,2244,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2244.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2244.png']",Patriots,George Mason
229,GTWN,#001c58,,GTWN,Georgetown,#110E42,,,46,"['http://a.espncdn.com/i/teamlogos/ncaa/500/46.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/46.png']",Hoyas,Georgetown
230,UGA,#000000,,UGA,Georgia,#CC0000,SEC,East,61,"['http://a.espncdn.com/i/teamlogos/ncaa/500/61.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/61.png']",Bulldogs,Georgia
231,GASO,#f0f0f0,,GASO,Ga Southern,#003775,Sun Belt,,290,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']",Eagles,Georgia Southern
232,GAST,#ebebeb,,GAST,Georgia State,#1e539a,Sun Belt,,2247,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png']",Panthers,Georgia State
233,GT,#002c56,,GT,Georgia Tech,#00223e,ACC,Coastal,59,"['http://a.espncdn.com/i/teamlogos/ncaa/500/59.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/59.png']",Yellow Jackets,Georgia Tech
234,GET,,,GET,Gettysburg,#000000,,,2248,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2248.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2248.png']",Bullets,Gettysburg
235,GLE,,,GLE,Glenville St,#000000,,,2249,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2249.png']",Pioneers,Glenville State
236,GRC,,,GRC,Graceland University,#000000,,,530,"['http://a.espncdn.com/i/teamlogos/ncaa/500/530.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/530.png']",Yellowjackets,Graceland University
237,GRAM,#ffd10a,Grambling State,GRAM,Grambling,#ee8601,,,2755,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2755.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2755.png']",Tigers,Grambling
238,GVSU,,,GVSU,Grand Valley St,#000000,,,125,"['http://a.espncdn.com/i/teamlogos/ncaa/500/125.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/125.png']",Lakers,Grand Valley State
239,GRN,,,GRN,Greensboro,#000000,,,2256,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2256.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2256.png']",Pride,Greensboro
240,GRE,,,GRE,Greenville,#000000,,,2257,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2257.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2257.png']",Panthers,Greenville
241,GRI,,,GRI,Grinnell,#000000,,,65,"['http://a.espncdn.com/i/teamlogos/ncaa/500/65.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/65.png']",Pioneers,Grinnell
242,GRO,,,GRO,Grove City ,#000000,,,146,"['http://a.espncdn.com/i/teamlogos/ncaa/500/146.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/146.png']",Wolverines,Grove City College
243,GUI,,,GUI,Guilford,#000000,,,2258,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2258.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2258.png']",Quakers,Guilford
244,GUS,,,GUS,Gustavus Adolphus,#000000,,,2968,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2968.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2968.png']",Golden Gusties,Gustavus Adolphus
245,HAM,,,HAM,Hamilton,#000000,,,348,"['http://a.espncdn.com/i/teamlogos/ncaa/500/348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/348.png']",Continentals,Hamilton
246,HAM,,,HAM,Hamline,#000000,,,162,"['http://a.espncdn.com/i/teamlogos/ncaa/500/162.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/162.png']",Fighting Pipers,Hamline
247,HAM,,,HAM,Hampden-Sydney,#000000,,,297,"['http://a.espncdn.com/i/teamlogos/ncaa/500/297.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/297.png']",Tigers,Hampden-Sydney
248,HAMP,,,HAMP,Hampton,#0067AC,,,2261,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2261.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2261.png']",Pirates,Hampton
249,HAN,,,HAN,Hanover,#000000,,,2262,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2262.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2262.png']",Panthers,Hanover
250,HAR,,,HAR,Harding,#000000,,,2264,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2264.png']",Bison,Harding
